date,equity,QQQ->TQQQ_eq,QQQ->TQQQ_state,XLE->XLE_eq,XLE->XLE_state,XLV->XLV_eq,XLV->XLV_state,safety_gld,vix,vix_sma
2003-05-01,138912.52,98975.17,vehicle,18475.36,cash,14516.36,cash,6945.63,21.59,23.45
2003-05-02,145189.07,105301.99,vehicle,18455.18,cash,14500.5,cash,6931.4,20.63,23.07
2003-05-05,144902.26,104967.82,vehicle,18468.61,cash,14511.05,cash,6954.77,21.13,22.67
2003-05-06,149006.67,108979.84,vehicle,18495.55,cash,14532.21,cash,6999.08,20.8,22.29
2003-05-07,145310.02,105323.57,vehicle,18500.01,cash,14535.72,cash,6950.71,21,21.98
2003-05-08,139613.01,99515.55,vehicle,18491.05,cash,14528.68,cash,7077.73,21.24,21.69
2003-05-09,146494.9,106396.27,vehicle,18486.58,cash,14525.17,cash,7086.88,19.69,21.39
2003-05-12,151402.17,111227.73,vehicle,18500.01,cash,14535.72,cash,7138.7,19.52,21.15
2003-05-13,149279.78,109144.21,vehicle,18495.55,cash,14532.21,cash,7107.81,19.91,20.97
2003-05-14,148671.23,108459.34,vehicle,18506.76,cash,14541.03,cash,7164.11,20,20.85
2003-05-15,152289.08,112099.4,vehicle,18500.01,cash,14535.72,cash,7153.94,19.24,20.68
2003-05-16,153680.59,109540.62,vehicle,18520.19,cash,18407.91,vehicle,7211.87,18.4,20.53
2003-05-19,146529.67,97975.92,vehicle,23325.54,vehicle,17784.65,vehicle,7443.56,20.51,20.45
2003-05-20,147108.91,98825.62,vehicle,23235.49,vehicle,17566.24,vehicle,7481.56,21.29,20.48
2003-05-21,147143.13,97971.02,vehicle,23924.71,vehicle,17694.7,vehicle,7552.69,21.21,20.5
2003-05-22,151472.43,102216.81,vehicle,23874.81,vehicle,17893.96,vehicle,7486.85,19.78,20.48
2003-05-23,151738.83,102326.53,vehicle,24094.67,vehicle,17823.26,vehicle,7494.37,19.17,20.4
2003-05-27,163325.5,113250.46,vehicle,24574.17,vehicle,18080.28,vehicle,7420.59,19.99,20.35
2003-05-28,164044.0,114302.38,vehicle,24284.52,vehicle,18048.09,vehicle,7409.01,20.03,20.32
2003-05-29,165167.98,115712.21,vehicle,24054.53,vehicle,17900.38,vehicle,7500.87,20.43,20.28
2003-05-30,171367.7,121396.32,vehicle,24454.11,vehicle,18099.54,vehicle,7417.75,19.47,20.17
2003-06-02,168814.74,120280.5,vehicle,22452.36,vehicle,17641.14,vehicle,8440.74,20.85,20.18
2003-06-03,172510.61,123696.04,vehicle,22616.84,vehicle,17780.04,vehicle,8417.69,20.84,20.17
2003-06-04,179833.28,130655.23,vehicle,22762.81,vehicle,18089.27,vehicle,8325.97,20.62,20.16
2003-06-05,180047.16,130655.23,vehicle,22644.25,vehicle,18259.7,vehicle,8487.98,20.83,20.15
2003-06-06,176324.83,126919.56,vehicle,22598.33,vehicle,18423.82,vehicle,8383.12,21.25,20.15
2003-06-09,170988.97,121864.67,vehicle,22562.01,vehicle,18234.48,vehicle,8327.81,22.15,20.27
2003-06-10,176591.67,127398.57,vehicle,22698.73,vehicle,18373.28,vehicle,8121.08,20.64,20.33
2003-06-11,181816.42,131703.47,vehicle,23355.61,vehicle,18581.63,vehicle,8175.7,20.21,20.35
2003-06-12,183297.21,133387.26,vehicle,23145.9,vehicle,18619.46,vehicle,8144.59,20.41,20.37
2003-06-13,173862.43,124378.21,vehicle,22753.56,vehicle,18505.88,vehicle,8224.79,20.66,20.44
2003-06-16,185922.32,135836.46,vehicle,22735.4,vehicle,19067.59,vehicle,8282.87,20.22,20.53
2003-06-17,184576.65,134252.71,vehicle,22516.44,vehicle,19446.28,vehicle,8361.23,20.01,20.5
2003-06-18,186366.28,136347.38,vehicle,22379.37,vehicle,19395.83,vehicle,8243.69,19.76,20.43
2003-06-19,179552.74,129732.44,vehicle,22498.28,vehicle,18979.23,vehicle,8342.79,19.8,20.36
2003-06-20,178987.42,129221.13,vehicle,22413.98,vehicle,19116.0,vehicle,8236.32,19.14,20.32
2003-06-23,172495.42,123223.72,vehicle,22349.56,vehicle,18799.44,vehicle,8122.7,20.58,20.39
2003-06-24,169530.76,120381.37,vehicle,22331.4,vehicle,18812.14,vehicle,8005.85,20.75,20.43
2003-06-25,167520.05,118434.78,vehicle,22368.07,vehicle,18710.89,vehicle,8006.31,20.81,20.47
2003-06-26,176035.14,126859.68,vehicle,22267.32,vehicle,18976.73,vehicle,7931.41,19.4,20.42
2003-06-27,170774.38,121947.3,vehicle,22184.74,vehicle,18685.57,vehicle,7956.76,19.16,20.4
2003-06-30,172015.08,123419.16,vehicle,22047.34,vehicle,18565.31,vehicle,7983.27,19.52,20.34
2003-07-01,177143.11,126214.46,vehicle,23560.03,vehicle,18511.45,vehicle,8857.16,19.46,20.27
2003-07-02,185044.05,133950.07,vehicle,23530.72,vehicle,18687.18,vehicle,8876.09,19.03,20.19
2003-07-03,179823.2,128890.27,vehicle,23491.5,vehicle,18574.17,vehicle,8867.26,19.39,20.12
2003-07-07,196292.68,145454.19,vehicle,23334.65,vehicle,18706.03,vehicle,8797.81,20.06,20.06
2003-07-08,201499.6,150790.03,vehicle,23295.44,vehicle,18712.28,vehicle,8701.86,19.48,19.92
2003-07-09,200500.57,149669.9,vehicle,23530.72,vehicle,18599.36,vehicle,8700.59,18.93,19.84
2003-07-10,191601.99,141302.42,vehicle,23177.8,vehicle,18398.44,vehicle,8723.32,19.19,19.79
2003-07-11,195096.24,144522.3,vehicle,23246.33,vehicle,18611.87,vehicle,8715.74,18.47,19.69
2003-07-14,200100.46,149697.04,vehicle,23040.37,vehicle,18593.02,vehicle,8770.04,19.59,19.64
2003-07-15,200262.33,150254.08,vehicle,22844.3,vehicle,18523.96,vehicle,8639.99,19.55,19.6
2003-07-16,198577.83,148856.38,vehicle,22628.82,vehicle,18417.3,vehicle,8675.34,19.76,19.59
2003-07-17,185030.73,135248.75,vehicle,22775.77,vehicle,18298.03,vehicle,8708.17,20.22,19.61
2003-07-18,187083.42,136550.45,vehicle,23295.44,vehicle,18467.5,vehicle,8770.04,19.11,19.58
2003-07-21,181541.01,131311.93,vehicle,23167.9,vehicle,18178.77,vehicle,8882.41,19.78,19.61
2003-07-22,187292.85,137179.48,vehicle,23108.9,vehicle,18147.32,vehicle,8857.16,19.17,19.54
2003-07-23,190936.55,140593.73,vehicle,22981.73,vehicle,18279.18,vehicle,9081.9,18.64,19.44
2003-07-24,185023.62,134988.0,vehicle,22765.88,vehicle,18134.82,vehicle,9134.93,18.6,19.33
2003-07-25,193453.55,143041.08,vehicle,22971.84,vehicle,18279.18,vehicle,9161.44,17.75,19.24
2003-07-28,194574.84,144255.31,vehicle,22873.62,vehicle,18235.23,vehicle,9210.68,18.36,19.2
2003-07-29,190837.02,140998.04,vehicle,22550.39,vehicle,18153.67,vehicle,9134.93,18.67,19.16
2003-07-30,187734.27,137924.49,vehicle,22579.71,vehicle,18228.98,vehicle,9001.09,18.85,19.13
2003-07-31,192774.75,142929.0,vehicle,22746.46,vehicle,18134.82,vehicle,8964.48,19.49,19.15
2003-08-01,187677.01,133719.87,vehicle,24961.04,vehicle,19612.25,vehicle,9383.85,20.75,19.22
2003-08-04,187368.38,133593.22,vehicle,24702.19,vehicle,19646.78,vehicle,9426.19,21.27,19.28
2003-08-05,171196.76,117790.34,vehicle,24594.13,vehicle,19322.73,vehicle,9489.56,22.68,19.44
2003-08-06,171377.07,117556.6,vehicle,25025.96,vehicle,19309.0,vehicle,9485.51,21.5,19.57
2003-08-07,173744.97,118958.55,vehicle,25651.32,vehicle,19619.11,vehicle,9515.99,20.26,19.62
2003-08-08,171172.18,116132.45,vehicle,25727.13,vehicle,19694.95,vehicle,9617.65,19.59,19.68
2003-08-11,175213.15,119955.95,vehicle,25845.67,vehicle,19653.65,vehicle,9757.88,19.75,19.69
2003-08-12,180804.87,125402.11,vehicle,26029.13,vehicle,19708.79,vehicle,9664.84,17.94,19.61
2003-08-13,180736.13,125523.19,vehicle,26007.35,vehicle,19426.14,vehicle,9779.45,18.77,19.56
2003-08-14,181272.12,125889.55,vehicle,26104.52,vehicle,19412.3,vehicle,9865.74,18.47,19.47
2003-08-15,184554.35,129188.82,vehicle,26190.81,vehicle,19371.0,vehicle,9803.72,18.27,19.43
2003-08-18,194499.59,139136.03,vehicle,26190.81,vehicle,19501.97,vehicle,9670.78,18.18,19.35
2003-08-19,199588.07,144358.55,vehicle,26072.27,vehicle,19398.57,vehicle,9758.69,17.86,19.28
2003-08-20,198700.49,143289.18,vehicle,26190.81,vehicle,19343.43,vehicle,9877.07,17.82,19.24
2003-08-21,203365.59,147948.45,vehicle,26438.78,vehicle,19233.16,vehicle,9745.2,17.84,19.2
2003-08-22,199993.6,145227.99,vehicle,26029.13,vehicle,18943.54,vehicle,9792.93,18.55,19.24
2003-08-25,201024.44,146168.09,vehicle,26029.13,vehicle,19081.49,vehicle,9745.74,19.53,19.3
2003-08-26,201552.28,146573.18,vehicle,26050.49,vehicle,19095.22,vehicle,9833.38,19.49,19.34
2003-08-27,205791.32,150086.7,vehicle,26158.55,vehicle,19500.99,defensive,10045.07,19.13,19.36
2003-08-28,209978.19,154068.21,vehicle,26589.98,vehicle,19351.79,defensive,9968.22,18.48,19.31
2003-08-29,214670.04,158258.23,vehicle,26622.24,vehicle,19661.71,defensive,10127.86,18.63,19.2
2003-09-02,221355.15,157715.55,vehicle,29440.24,vehicle,23131.61,defensive,11067.76,19.02,19.09
2003-09-03,221291.54,157434.75,vehicle,29452.2,vehicle,23270.42,defensive,11134.17,19.44,18.93
2003-09-04,225533.02,161760.45,vehicle,29404.79,vehicle,23245.52,defensive,11122.26,18.71,18.79
2003-09-05,222623.61,158636.18,vehicle,29274.55,vehicle,23478.94,defensive,11233.94,18.17,18.68
2003-09-08,230698.89,166488.21,vehicle,29677.25,vehicle,23357.56,defensive,11175.87,18.26,18.62
2003-09-09,225123.63,160551.8,vehicle,29357.39,vehicle,23818.18,defensive,11396.26,18.85,18.57
2003-09-10,213022.71,148966.28,vehicle,29049.06,vehicle,23678.13,defensive,11329.25,20.01,18.67
2003-09-11,217919.14,153935.88,vehicle,28989.69,vehicle,23668.79,defensive,11324.78,19.25,18.7
2003-09-12,220342.75,156407.97,vehicle,29025.58,vehicle,23737.2,vehicle,11172.0,18.68,18.71
2003-09-15,215478.73,151829.45,vehicle,28835.97,vehicle,23671.69,vehicle,11141.62,19.28,18.76
2003-09-16,228021.47,164205.62,vehicle,28883.37,vehicle,23819.15,vehicle,11113.32,18.03,18.75
2003-09-17,225687.36,162200.86,vehicle,28504.15,vehicle,23761.8,vehicle,11220.54,18.15,18.77
2003-09-18,233270.49,169586.73,vehicle,28622.44,vehicle,23843.75,vehicle,11217.56,17.57,18.75
2003-09-19,230572.36,166660.27,vehicle,28885.14,vehicle,23651.53,vehicle,11375.41,17.54,18.74
2003-09-22,220695.83,157117.42,vehicle,28718.57,vehicle,23331.05,vehicle,11528.79,19.65,18.79
2003-09-23,229326.64,165455.88,vehicle,28885.14,vehicle,23528.31,vehicle,11457.31,19.47,18.79
2003-09-24,210495.88,146762.52,vehicle,29028.24,vehicle,23109.32,vehicle,11595.8,21.22,18.88
2003-09-25,204261.75,141064.55,vehicle,28766.42,vehicle,22953.21,vehicle,11477.56,22.26,19.03
2003-09-26,201046.07,138352.84,vehicle,28504.15,vehicle,22846.43,vehicle,11342.65,22.23,19.22
2003-09-29,208473.1,145488.29,vehicle,28647.25,vehicle,22953.21,vehicle,11384.35,21.67,19.37
2003-09-30,199155.86,136004.7,vehicle,28647.25,vehicle,23030.22,defensive,11473.69,22.72,19.56
2003-10-01,208699.15,148698.14,vehicle,27756.99,vehicle,21809.06,defensive,10434.96,21.07,19.64
2003-10-02,210214.0,150179.47,vehicle,27938.91,vehicle,21708.68,defensive,10386.93,20.8,19.74
2003-10-03,221871.72,162776.47,vehicle,28097.99,vehicle,20965.78,defensive,10031.47,19.5,19.81
2003-10-06,225885.22,166346.55,vehicle,28268.92,vehicle,21150.09,defensive,10119.66,19.51,19.87
2003-10-07,229361.91,169389.36,vehicle,28405.15,vehicle,21351.41,defensive,10215.99,19.41,19.9
2003-10-08,225834.21,166164.01,vehicle,28211.8,vehicle,21277.69,defensive,10180.71,19.18,19.86
2003-10-09,229071.74,169928.5,vehicle,28120.84,vehicle,20982.79,defensive,10039.61,18.82,19.84
2003-10-10,234281.89,174630.36,vehicle,28325.61,vehicle,21188.08,defensive,10137.84,18.45,19.83
2003-10-13,237923.41,178071.7,vehicle,28439.42,vehicle,21246.5,defensive,10165.79,17.55,19.74
2003-10-14,239236.51,179435.73,vehicle,28325.61,vehicle,21289.03,defensive,10186.14,17.37,19.71
2003-10-15,236353.95,177151.37,vehicle,27916.07,vehicle,21161.43,defensive,10125.09,17.69,19.68
2003-10-16,240757.83,181381.08,vehicle,28211.8,vehicle,21079.2,defensive,10085.74,17.19,19.66
2003-10-17,227519.05,168337.33,vehicle,28018.45,vehicle,21078.07,defensive,10085.2,17.62,19.67
2003-10-20,233922.49,174612.18,vehicle,28007.03,vehicle,21172.77,defensive,10130.51,17.04,19.54
2003-10-21,237815.13,177751.49,vehicle,28097.99,vehicle,21620.78,defensive,10344.87,16.55,19.39
2003-10-22,227538.79,167464.74,vehicle,27722.72,vehicle,21881.65,defensive,10469.69,17.67,19.21
2003-10-23,221587.79,161651.66,vehicle,27677.02,vehicle,21819.27,defensive,10439.84,17.68,18.99
2003-10-24,222334.21,162077.89,vehicle,27666.02,vehicle,22043.27,defensive,10547.02,17.71,18.76
2003-10-27,222294.53,162219.1,vehicle,27552.21,vehicle,21997.91,defensive,10525.31,18.05,18.58
2003-10-28,238309.93,178578.38,vehicle,27631.75,vehicle,21711.52,defensive,10388.29,16.82,18.28
2003-10-29,237957.54,177972.87,vehicle,27574.64,vehicle,21921.35,defensive,10488.68,16.43,18.05
2003-10-30,238384.66,179031.0,vehicle,27199.36,vehicle,21748.38,defensive,10405.92,16.33,17.83
2003-10-31,235694.17,175844.08,vehicle,27620.33,vehicle,21799.42,defensive,10430.34,16.1,17.66
2003-11-03,243608.24,173570.87,vehicle,32399.9,vehicle,25457.06,defensive,12180.41,16.55,17.51
2003-11-04,240255.32,170075.8,vehicle,32292.53,vehicle,25625.83,defensive,12261.16,16.55,17.37
2003-11-05,245138.52,174673.48,vehicle,32386.41,vehicle,25755.44,defensive,12323.18,16.86,17.25
2003-11-06,246469.26,176120.47,vehicle,32426.86,vehicle,25649.46,defensive,12272.47,16.74,17.15
2003-11-07,242323.87,171578.29,vehicle,32507.26,vehicle,25863.46,defensive,12374.86,16.93,17.07
2003-11-10,236244.55,165220.55,vehicle,32453.33,vehicle,26088.26,defensive,12482.42,17.62,17.07
2003-11-11,234525.52,163390.24,vehicle,32439.85,vehicle,26172.64,defensive,12522.79,17.54,17.08
2003-11-12,245833.08,173875.75,vehicle,32628.11,vehicle,26601.31,defensive,12727.9,16.75,17.04
2003-11-13,245605.95,173293.6,vehicle,32923.25,vehicle,26641.82,defensive,12747.28,16.47,17.0
2003-11-14,235359.91,162683.72,vehicle,32990.66,vehicle,26842.31,defensive,12843.21,16.94,16.97
2003-11-17,229274.01,157668.99,vehicle,32655.08,vehicle,26344.78,defensive,12605.16,18.6,17.04
2003-11-18,218957.82,146757.6,vehicle,32426.86,vehicle,26901.72,defensive,12871.64,19.11,17.17
2003-11-19,222952.37,151046.03,vehicle,32507.26,vehicle,26648.57,defensive,12750.51,18.8,17.23
2003-11-20,218507.47,146701.49,vehicle,32426.86,vehicle,26635.07,defensive,12744.05,19.48,17.32
2003-11-21,222976.54,151247.58,vehicle,32185.16,vehicle,26746.45,defensive,12797.35,18.98,17.38
2003-11-24,235247.9,163813.75,vehicle,32359.45,vehicle,26429.17,defensive,12645.54,17.44,17.35
2003-11-25,235410.72,163813.75,vehicle,32547.21,vehicle,26412.29,defensive,12637.46,16.71,17.35
2003-11-26,238490.57,166048.52,vehicle,32856.33,vehicle,26774.81,defensive,12810.91,16.23,17.34
2003-11-28,239206.63,166611.86,vehicle,32883.3,vehicle,26859.87,defensive,12851.61,16.32,17.34
2003-12-01,247410.76,176280.17,vehicle,32905.63,vehicle,25854.42,defensive,12370.54,16.77,17.37
2003-12-02,244679.36,173334.84,vehicle,33131.88,vehicle,25846.09,defensive,12366.55,16.27,17.36
2003-12-03,238070.97,166779.93,vehicle,32945.73,vehicle,25935.82,defensive,12409.49,16.63,17.36
2003-12-04,244095.8,172173.93,vehicle,33744.29,vehicle,25822.38,defensive,12355.2,16.3,17.33
2003-12-05,236110.96,163620.66,vehicle,33983.9,vehicle,26044.79,defensive,12461.62,17.09,17.35
2003-12-08,239288.06,166351.99,vehicle,34356.69,vehicle,26094.14,defensive,12485.23,16.54,17.33
2003-12-09,228032.9,154950.7,vehicle,34383.43,vehicle,26174.9,defensive,12523.87,17.63,17.33
2003-12-10,229542.55,156705.13,vehicle,34409.67,vehicle,25991.59,defensive,12436.17,17.87,17.35
2003-12-11,239744.81,166772.02,vehicle,34582.94,vehicle,25965.95,defensive,12423.9,16.73,17.35
2003-12-12,239661.54,165920.7,vehicle,34969.1,vehicle,26224.25,defensive,12547.49,16.41,17.34
2003-12-15,232746.97,159423.96,vehicle,34529.48,vehicle,26238.99,defensive,12554.54,17.23,17.36
2003-12-16,234039.33,160386.52,vehicle,35048.81,vehicle,26110.8,defensive,12493.21,15.93,17.22
2003-12-17,235696.24,161214.18,vehicle,35381.5,vehicle,26446.66,defensive,12653.9,15.58,17.05
2003-12-18,245470.29,170220.33,vehicle,36326.6,vehicle,26326.8,defensive,12596.56,16.16,16.91
2003-12-19,243837.27,168783.85,vehicle,36262.73,vehicle,26237.07,defensive,12553.62,16.42,16.76
2003-12-22,245520.54,170354.05,vehicle,36302.83,vehicle,26286.42,defensive,12577.23,16.94,16.66
2003-12-23,249187.75,174234.18,vehicle,36048.86,vehicle,26304.17,vehicle,12600.54,16.49,16.61
2003-12-24,250762.46,175306.77,vehicle,36436.5,vehicle,26384.29,vehicle,12634.89,16.66,16.61
2003-12-26,250260.65,174574.35,vehicle,36583.54,vehicle,26455.6,vehicle,12647.16,17.45,16.67
2003-12-29,259594.73,183193.86,vehicle,37011.78,vehicle,26669.26,vehicle,12719.84,17.09,16.71
2003-12-30,261604.93,185003.18,vehicle,37091.98,vehicle,26740.56,vehicle,12769.21,17.68,16.75
2003-12-31,259907.5,183485.22,vehicle,36837.51,vehicle,26856.34,vehicle,12728.42,18.31,16.86
2004-01-02,258449.0,184144.91,vehicle,34373.72,vehicle,27007.92,vehicle,12922.45,18.22,16.94
2004-01-05,270593.02,195237.43,vehicle,35035.49,vehicle,27133.05,vehicle,13187.05,17.49,17.0
2004-01-06,274544.96,199185.02,vehicle,34998.06,vehicle,27213.44,vehicle,13148.45,16.73,16.98
2004-01-07,279730.59,204624.87,vehicle,34636.21,vehicle,27383.32,vehicle,13086.19,15.5,16.93
2004-01-08,284694.95,209496.61,vehicle,34736.03,vehicle,27267.16,vehicle,13195.14,15.61,16.82
2004-01-09,280663.31,205375.5,vehicle,34910.71,vehicle,27097.28,vehicle,13279.82,16.75,16.77
2004-01-12,290464.06,215174.59,vehicle,35010.53,vehicle,27052.67,vehicle,13226.27,16.82,16.77
2004-01-13,283919.26,208757.13,vehicle,35023.01,vehicle,26936.51,vehicle,13202.62,18.04,16.85
2004-01-14,285999.46,210920.29,vehicle,34935.67,vehicle,27088.44,vehicle,13055.06,16.75,16.83
2004-01-15,286810.54,212581.82,vehicle,34348.76,vehicle,27159.85,vehicle,12720.11,15.56,16.81
2004-01-16,293647.28,219094.93,vehicle,34673.64,vehicle,27222.42,vehicle,12656.29,15,16.78
2004-01-20,294118.18,218585.34,vehicle,35547.07,vehicle,27133.05,vehicle,12852.72,15.21,16.74
2004-01-21,291995.25,215862.36,vehicle,35759.18,vehicle,27588.85,vehicle,12784.86,14.34,16.63
2004-01-22,287959.65,211981.48,vehicle,35584.5,vehicle,27642.44,vehicle,12751.24,14.71,16.52
2004-01-23,285758.05,209646.74,vehicle,35896.44,vehicle,27508.46,vehicle,12706.41,14.84,16.44
2004-01-26,295783.93,219245.42,vehicle,36109.02,vehicle,27856.93,vehicle,12572.56,14.55,16.33
2004-01-27,281244.26,204757.0,vehicle,36034.15,vehicle,27678.21,vehicle,12774.9,15.35,16.23
2004-01-28,270073.72,194339.8,vehicle,35522.11,vehicle,27436.92,vehicle,12774.9,16.78,16.21
2004-01-29,272325.12,196540.81,vehicle,35497.16,vehicle,27839.11,vehicle,12448.04,17.14,16.18
2004-01-30,269227.13,193847.91,vehicle,35160.26,vehicle,27687.18,vehicle,12531.78,16.63,16.1
2004-02-02,268085.15,191010.67,vehicle,35655.32,vehicle,28014.9,vehicle,13404.26,17.11,16.05
2004-02-03,267547.79,190391.45,vehicle,35516.93,vehicle,28193.43,vehicle,13445.98,17.34,16.04
2004-02-04,258146.9,181110.53,vehicle,35265.29,vehicle,28282.7,vehicle,13488.37,17.87,16.09
2004-02-05,259663.75,183205.19,vehicle,34950.75,vehicle,28139.9,vehicle,13367.92,17.71,16.21
2004-02-06,270279.55,193165.78,vehicle,35189.8,vehicle,28354.17,vehicle,13569.8,16,16.22
2004-02-09,270379.46,192994.23,vehicle,35617.58,vehicle,28077.4,vehicle,13690.26,16.39,16.21
2004-02-10,271906.31,193930.75,vehicle,36095.69,vehicle,28202.4,vehicle,13677.47,15.94,16.16
2004-02-11,279087.27,200189.44,vehicle,36586.84,vehicle,28461.24,vehicle,13849.74,15.39,16.03
2004-02-12,273777.86,194915.73,vehicle,36700.08,vehicle,28282.7,vehicle,13879.35,15.31,15.96
2004-02-13,268620.69,190049.02,vehicle,36612.0,vehicle,28157.7,vehicle,13801.96,15.58,15.96
2004-02-17,277014.69,197767.45,vehicle,36926.55,vehicle,28336.37,vehicle,13984.33,15.4,15.98
2004-02-18,278073.3,199509.32,vehicle,36536.51,vehicle,28211.37,vehicle,13816.1,15.59,16.0
2004-02-19,268828.0,190424.9,vehicle,36498.77,vehicle,28113.13,vehicle,13791.2,15.8,16.07
2004-02-20,266397.87,188571.63,vehicle,36486.19,vehicle,27961.36,vehicle,13378.69,16.04,16.14
2004-02-23,260384.03,182278.88,vehicle,36775.57,vehicle,27907.83,vehicle,13421.75,16.29,16.21
2004-02-24,259396.41,180927.71,vehicle,36838.48,vehicle,28032.83,vehicle,13597.39,15.9,16.28
2004-02-25,262613.53,184213.03,vehicle,37014.62,vehicle,28068.43,vehicle,13317.45,14.93,16.26
2004-02-26,264048.48,185571.89,vehicle,37140.44,vehicle,28032.83,vehicle,13303.32,14.83,16.16
2004-02-27,262662.14,184053.84,vehicle,37316.58,vehicle,27952.4,vehicle,13339.32,14.55,16.03
2004-03-01,270822.78,192961.23,vehicle,36019.43,vehicle,28300.98,vehicle,13541.14,14.44,15.92
2004-03-02,263391.03,186242.91,vehicle,35709.19,vehicle,28120.61,vehicle,13318.32,14.86,15.81
2004-03-03,260412.1,183191.66,vehicle,35661.53,vehicle,28237.88,vehicle,13321.03,14.55,15.67
2004-03-04,265553.49,188322.89,vehicle,35554.29,vehicle,28364.08,vehicle,13312.23,14.4,15.49
2004-03-05,264290.1,186324.71,vehicle,35864.53,vehicle,28508.25,vehicle,13592.61,14.48,15.33
2004-03-08,251300.36,173199.64,vehicle,36019.43,vehicle,28481.23,vehicle,13600.06,15.79,15.32
2004-03-09,249174.65,171602.93,vehicle,35781.12,vehicle,28156.68,vehicle,13633.92,16.6,15.33
2004-03-10,241257.4,164816.91,vehicle,35161.09,vehicle,27724.04,vehicle,13555.36,18.67,15.47
2004-03-11,235514.15,160321.32,vehicle,34374.68,vehicle,27192.36,vehicle,13625.8,20.67,15.73
2004-03-12,244673.0,169149.14,vehicle,34875.12,vehicle,27264.38,vehicle,13384.35,18.3,15.88
2004-03-15,235780.4,160288.54,vehicle,34946.61,vehicle,27021.04,vehicle,13524.21,21.13,16.16
2004-03-16,236895.02,161116.07,vehicle,34934.7,vehicle,27210.33,vehicle,13633.92,20.34,16.41
2004-03-17,245123.43,168721.79,vehicle,35423.23,vehicle,27183.31,vehicle,13795.11,18.11,16.53
2004-03-18,243307.96,166439.99,vehicle,35781.12,vehicle,27156.29,vehicle,13930.56,18.53,16.67
2004-03-19,233834.66,158105.19,vehicle,35046.79,vehicle,26727.06,vehicle,13955.62,19.15,16.83
2004-03-22,227336.93,152098.99,vehicle,34711.4,vehicle,26392.8,vehicle,14133.74,21.58,17.09
2004-03-23,223548.85,148375.18,vehicle,34472.21,vehicle,26483.06,vehicle,14218.4,20.67,17.33
2004-03-24,227640.78,153477.05,vehicle,33742.29,vehicle,26338.5,vehicle,14082.95,19.81,17.57
2004-03-25,240016.81,165823.54,vehicle,33610.34,vehicle,26483.06,vehicle,14099.88,17.88,17.73
2004-03-26,238983.75,164091.69,vehicle,33993.39,vehicle,26591.55,vehicle,14307.12,17.33,17.86
2004-03-29,247344.11,172059.35,vehicle,34173.0,vehicle,26952.95,vehicle,14158.8,16.5,17.97
2004-03-30,249749.48,173789.56,vehicle,34795.25,vehicle,26889.72,vehicle,14274.95,16.28,18.04
2004-03-31,249672.92,172773.67,vehicle,35118.72,vehicle,27333.89,defensive,14446.64,16.74,18.15
2004-04-01,253869.24,180881.83,vehicle,33764.61,vehicle,26529.34,defensive,12693.46,16.65,18.26
2004-04-02,267521.8,194988.15,vehicle,33916.14,vehicle,26119.93,defensive,12497.57,15.64,18.32
2004-04-05,272830.08,200506.25,vehicle,34090.85,vehicle,25859.85,defensive,12373.13,14.97,18.28
2004-04-06,265673.84,192958.12,vehicle,34090.85,vehicle,26124.91,defensive,12499.95,15.32,18.21
2004-04-07,265368.59,192330.91,vehicle,34090.85,vehicle,26342.68,defensive,12604.15,15.76,18.07
2004-04-08,265314.31,192330.91,vehicle,34393.49,vehicle,26101.26,defensive,12488.64,16.26,17.85
2004-04-12,269531.39,195923.54,vehicle,35045.55,vehicle,26082.6,defensive,12479.71,15.28,17.7
2004-04-13,259557.82,187385.92,vehicle,34742.91,vehicle,25316.05,defensive,12112.94,17.26,17.5
2004-04-14,261838.43,190148.5,vehicle,34812.88,vehicle,24942.73,defensive,11934.32,15.62,17.27
2004-04-15,251913.92,179920.57,vehicle,35278.21,vehicle,24833.22,defensive,11881.92,15.74,17.15
2004-04-16,251423.82,179024.06,vehicle,35557.67,vehicle,24919.08,defensive,11923.01,14.94,16.97
2004-04-19,257872.67,185572.44,vehicle,35476.53,vehicle,24906.64,defensive,11917.05,15.42,16.78
2004-04-20,243719.38,172617.69,vehicle,34754.5,vehicle,24584.34,defensive,11762.84,16.67,16.54
2004-04-21,247666.62,177117.3,vehicle,34638.17,vehicle,24289.42,defensive,11621.73,15.6,16.28
2004-04-22,262439.1,190846.94,vehicle,35325.0,vehicle,24530.21,defensive,11736.94,14.61,16.02
2004-04-23,266735.78,195344.89,vehicle,35045.55,vehicle,24583.1,defensive,11762.25,14.01,15.83
2004-04-26,262818.18,191091.41,vehicle,35243.44,vehicle,24676.43,defensive,11806.9,14.77,15.7
2004-04-27,262663.7,190005.53,vehicle,35977.06,vehicle,24810.2,defensive,11870.91,15.07,15.63
2004-04-28,250564.12,179648.4,vehicle,35464.52,vehicle,23978.32,defensive,11472.88,16.29,15.63
2004-04-29,241606.84,171311.11,vehicle,34614.56,vehicle,24133.87,defensive,11547.31,16.6,15.62
2004-04-30,229163.59,158765.26,vehicle,34742.91,vehicle,24116.45,defensive,11538.97,17.19,15.65
2004-05-03,234464.2,167055.75,vehicle,31183.74,vehicle,24501.51,defensive,11723.21,16.62,15.7
2004-05-04,237108.11,169197.31,vehicle,31204.45,vehicle,24827.27,defensive,11879.08,16.55,15.78
