date,equity,QQQ->TQQQ_eq,QQQ->TQQQ_state,XLE->XLE_eq,XLE->XLE_state,XLV->XLV_eq,XLV->XLV_state,safety_gld,vix,vix_sma
2010-12-30,1277455.8,922345.47,vehicle,167515.89,vehicle,127467.02,vehicle,60127.43,17.52,17.37
2010-12-31,1269947.26,913890.43,vehicle,167761.3,vehicle,127426.55,vehicle,60868.98,17.75,17.29
2011-01-03,1313328.9,935746.84,vehicle,174672.74,vehicle,137242.87,vehicle,65666.45,17.61,17.27
2011-01-04,1309264.38,934285.12,vehicle,173173.91,vehicle,137685.4,vehicle,64119.95,17.38,17.24
2011-01-05,1333215.21,957429.08,vehicle,173859.29,vehicle,137987.71,vehicle,63939.13,17.02,17.19
2011-01-06,1340639.36,966199.42,vehicle,172208.62,vehicle,138549.14,vehicle,63682.18,17.4,17.17
2011-01-07,1339485.8,964006.84,vehicle,173452.98,vehicle,138462.77,vehicle,63563.22,17.14,17.17
2011-01-10,1349388.01,974726.14,vehicle,172767.61,vehicle,138074.08,vehicle,63820.17,17.54,17.16
2011-01-11,1357953.58,979354.94,vehicle,175638.04,vehicle,138764.52,vehicle,64196.09,16.89,17.13
2011-01-12,1381095.97,999088.21,vehicle,178051.26,vehicle,139498.7,vehicle,64457.8,16.24,17.06
2011-01-13,1382362.55,1002255.27,vehicle,177555.89,vehicle,138764.52,vehicle,63786.86,16.39,16.98
2011-01-14,1405488.25,1023937.51,vehicle,179473.75,vehicle,138937.27,vehicle,63139.71,15.46,16.89
2011-01-18,1415759.69,1032220.61,vehicle,180591.73,vehicle,139455.52,vehicle,63491.84,15.87,16.87
2011-01-19,1378168.95,997626.48,vehicle,178406.67,vehicle,138505.96,vehicle,63629.83,17.31,16.92
2011-01-20,1353631.85,975213.38,vehicle,177136.87,vehicle,138850.89,vehicle,62430.71,17.99,16.99
2011-01-21,1332440.23,953043.91,vehicle,178076.71,vehicle,138969.8,vehicle,62349.81,18.47,17.15
2011-01-24,1371842.17,992266.83,vehicle,178736.64,vehicle,138807.71,vehicle,62031.0,17.65,17.2
2011-01-25,1374615.11,995677.52,vehicle,178222.61,vehicle,138807.71,vehicle,61907.28,17.59,17.2
2011-01-26,1394569.67,1011025.62,vehicle,182496.86,vehicle,138635.52,vehicle,62411.67,16.64,17.16
2011-01-27,1411797.82,1030515.27,vehicle,181429.78,vehicle,138980.46,vehicle,60872.32,16.15,17.1
2011-01-28,1332156.18,953043.91,vehicle,180642.62,vehicle,136476.72,vehicle,61992.93,20.04,17.23
2011-01-31,1351331.07,966930.28,vehicle,185824.49,vehicle,136778.47,vehicle,61797.83,19.53,17.32
2011-02-01,1410854.37,1005233.74,vehicle,187643.63,vehicle,147434.28,vehicle,70542.72,17.63,17.32
2011-02-02,1405691.42,1000914.28,vehicle,187491.92,vehicle,146931.26,vehicle,70353.96,17.3,17.31
2011-02-03,1410770.68,1004753.8,vehicle,187593.06,vehicle,147126.06,vehicle,71297.76,16.69,17.3
2011-02-04,1428911.64,1022991.51,vehicle,187113.49,vehicle,147800.11,vehicle,71006.53,15.93,17.22
2011-02-07,1444657.48,1037869.64,vehicle,188199.05,vehicle,147571.47,vehicle,71017.32,16.28,17.18
2011-02-08,1467307.77,1059946.86,vehicle,187561.88,vehicle,147994.31,vehicle,71804.72,15.81,17.09
2011-02-09,1458092.79,1053467.68,vehicle,185195.22,vehicle,147662.93,vehicle,71766.97,15.87,17.04
2011-02-10,1464952.23,1058507.04,vehicle,187088.21,vehicle,147708.65,vehicle,71648.32,16.09,17.03
2011-02-11,1486559.84,1080104.33,vehicle,187062.92,vehicle,148028.76,vehicle,71363.83,15.69,17.0
2011-02-14,1498475.09,1087063.46,vehicle,191177.6,vehicle,148531.78,vehicle,71702.25,15.95,17.02
2011-02-15,1494071.29,1084423.79,vehicle,189183.48,vehicle,148211.67,vehicle,72252.35,16.37,17.05
2011-02-16,1517359.97,1104341.29,vehicle,191707.74,vehicle,148988.47,vehicle,72322.47,16.72,17.02
2011-02-17,1519440.24,1103381.41,vehicle,193600.73,vehicle,149628.68,vehicle,72829.42,16.59,16.95
2011-02-18,1514573.83,1097142.19,vehicle,194408.16,vehicle,149994.51,vehicle,73028.97,16.43,16.85
2011-02-22,1414161.74,1000434.34,vehicle,192515.17,vehicle,147708.65,vehicle,73503.57,20.8,17.0
2011-02-23,1392598.21,975717.44,vehicle,196427.57,vehicle,146291.65,vehicle,74161.54,22.13,17.23
2011-02-24,1403927.68,989875.66,vehicle,193651.3,vehicle,146794.67,vehicle,73606.04,21.32,17.47
2011-02-25,1450642.75,1032110.36,vehicle,196730.15,vehicle,147708.65,vehicle,74093.58,19.22,17.62
2011-02-28,1461627.22,1039789.4,vehicle,198244.71,vehicle,149350.15,vehicle,74242.98,18.35,17.53
2011-03-01,1407868.13,1003106.04,vehicle,187246.46,vehicle,147122.22,vehicle,70393.41,21.01,17.61
2011-03-02,1423431.08,1017213.74,vehicle,188315.69,vehicle,147565.05,vehicle,70336.6,20.7,17.76
2011-03-03,1489593.75,1078022.79,vehicle,191546.9,vehicle,150605.9,vehicle,69418.16,18.6,17.83
2011-03-04,1472754.29,1061969.2,vehicle,190331.65,vehicle,150401.87,vehicle,70051.57,19.06,17.95
2011-03-07,1428124.07,1019646.1,vehicle,188995.52,vehicle,149244.38,vehicle,70238.07,20.66,18.18
2011-03-08,1437906.49,1030348.49,vehicle,187440.35,vehicle,150061.05,vehicle,70056.6,19.82,18.36
2011-03-09,1415950.44,1009430.18,vehicle,186150.46,vehicle,150288.07,vehicle,70081.73,20.22,18.58
2011-03-10,1359786.98,963215.3,vehicle,179374.89,vehicle,147939.48,vehicle,69257.3,21.88,18.88
2011-03-11,1379663.95,979268.89,vehicle,182484.42,vehicle,148427.12,vehicle,69483.52,20.08,19.08
2011-03-14,1370769.82,969782.68,vehicle,183480.63,vehicle,147701.26,vehicle,69805.24,21.13,19.35
2011-03-15,1326710.19,930135.18,vehicle,182095.83,vehicle,145975.93,vehicle,68503.25,24.32,19.77
2011-03-16,1252888.69,861785.81,vehicle,179180.19,vehicle,143434.52,vehicle,68488.16,29.4,20.42
2011-03-17,1283022.18,884406.78,vehicle,184646.4,vehicle,145113.86,vehicle,68855.14,26.37,20.9
2011-03-18,1278656.63,879542.06,vehicle,183780.8,vehicle,145774.86,vehicle,69558.92,24.44,21.3
2011-03-21,1334980.45,928675.77,vehicle,189363.83,vehicle,146994.85,vehicle,69946.0,20.61,21.51
2011-03-22,1332008.1,926243.4,vehicle,188949.28,vehicle,146914.66,vehicle,69900.76,20.21,21.48
2011-03-23,1346917.8,940107.87,vehicle,189436.84,vehicle,146823.85,vehicle,70549.24,19.17,21.33
2011-03-24,1399849.04,991187.47,vehicle,190119.1,vehicle,148556.26,vehicle,69986.22,18,21.16
2011-03-25,1409282.7,998484.55,vehicle,191825.16,vehicle,148966.66,vehicle,70006.33,17.91,21.1
2011-03-28,1391629.64,981701.25,vehicle,191362.75,vehicle,148921.25,vehicle,69644.38,19.44,21.15
2011-03-29,1422641.76,1009673.42,vehicle,193702.4,vehicle,149787.46,vehicle,69478.49,18.16,21.01
2011-03-30,1440145.8,1024510.82,vehicle,195043.39,vehicle,150881.85,vehicle,69709.73,17.71,20.86
2011-03-31,1444580.08,1028889.08,vehicle,194409.81,vehicle,150973.25,vehicle,70307.95,17.74,20.82
2011-04-01,1447310.67,1031208.85,vehicle,192492.32,vehicle,151243.96,vehicle,72365.53,17.4,20.73
2011-04-04,1439180.78,1021716.96,vehicle,192612.44,vehicle,152153.13,vehicle,72698.25,17.5,20.58
2011-04-05,1428543.04,1010034.63,vehicle,193189.85,vehicle,151471.4,vehicle,73847.16,17.25,20.45
2011-04-06,1434799.44,1017822.85,vehicle,191168.53,vehicle,151789.35,vehicle,74018.71,16.9,20.28
2011-04-07,1434350.95,1017579.47,vehicle,191168.53,vehicle,151516.66,vehicle,74086.29,17.11,20.04
2011-04-08,1420442.92,1002489.79,vehicle,191842.84,vehicle,151426.15,vehicle,74684.14,17.87,19.93
2011-04-11,1407986.08,993484.66,vehicle,188058.07,vehicle,152289.47,vehicle,74153.88,16.59,19.7
2011-04-12,1381493.82,973527.35,vehicle,182240.76,vehicle,152107.29,vehicle,73618.41,17.09,19.34
2011-04-13,1405618.48,996892.01,vehicle,182986.35,vehicle,151970.94,vehicle,73769.18,16.92,18.72
2011-04-14,1403326.81,991537.61,vehicle,184238.06,vehicle,152789.02,vehicle,74762.12,16.27,18.21
2011-04-15,1400279.58,984966.3,vehicle,185754.05,vehicle,154152.47,vehicle,75406.76,15.32,17.76
2011-04-18,1377258.92,965982.52,vehicle,182986.35,vehicle,152425.82,vehicle,75864.24,16.96,17.58
2011-04-19,1397907.92,983506.01,vehicle,184839.49,vehicle,153698.18,vehicle,75864.24,15.83,17.36
2011-04-20,1469529.53,1048975.72,vehicle,189195.26,vehicle,155197.98,vehicle,76160.56,15.07,17.15
2011-04-21,1497503.71,1075504.34,vehicle,190061.77,vehicle,155652.27,vehicle,76285.33,14.69,16.99
2011-04-25,1504797.86,1083535.94,vehicle,189075.13,vehicle,155833.86,vehicle,76352.92,15.77,16.88
2011-04-26,1526735.64,1102032.96,vehicle,190952.3,vehicle,157652.19,vehicle,76098.18,15.62,16.69
2011-04-27,1552998.74,1125154.24,vehicle,190856.2,vehicle,159424.09,vehicle,77564.21,15.35,16.55
2011-04-28,1552167.25,1123207.18,vehicle,190831.38,vehicle,160242.17,vehicle,77886.52,14.62,16.39
2011-04-29,1550885.38,1117852.78,vehicle,193668.75,vehicle,160151.66,vehicle,79212.19,14.75,16.24
2011-05-02,1542847.82,1099279.07,vehicle,205198.76,vehicle,161227.6,vehicle,77142.39,15.99,16.17
2011-05-03,1520659.85,1082915.02,vehicle,200056.32,vehicle,160819.98,vehicle,76868.52,16.7,16.13
2011-05-04,1509620.27,1076658.18,vehicle,196516.81,vehicle,160679.42,vehicle,75765.86,17.08,16.12
2011-05-05,1485951.21,1060294.13,vehicle,192433.82,vehicle,159642.22,vehicle,73581.04,18.2,16.19
2011-05-06,1498018.65,1069438.75,vehicle,193286.02,vehicle,160774.3,vehicle,74519.59,18.4,16.25
2011-05-09,1515168.76,1081230.49,vehicle,196671.6,vehicle,161680.31,vehicle,75586.35,17.16,16.22
2011-05-10,1545036.6,1108904.99,vehicle,197602.06,vehicle,162676.52,vehicle,75853.04,15.91,16.18
2011-05-11,1514291.72,1084840.21,vehicle,191891.2,vehicle,162404.77,vehicle,75155.54,16.95,16.18
2011-05-12,1534779.15,1104092.03,vehicle,191606.56,vehicle,163899.38,vehicle,75181.19,16.03,16.13
2011-05-13,1493873.01,1065107.09,vehicle,190676.1,vehicle,163400.98,vehicle,74688.83,17.07,16.17
2011-05-16,1436975.35,1009517.45,vehicle,189229.68,vehicle,163672.73,vehicle,74555.49,18.24,16.32
2011-05-17,1445074.92,1017940.12,vehicle,189229.68,vehicle,163672.73,vehicle,74232.38,17.55,16.35
2011-05-18,1475395.4,1042726.84,vehicle,193053.84,vehicle,164941.27,vehicle,74673.45,16.23,16.37
2011-05-19,1483988.28,1051630.81,vehicle,193079.63,vehicle,164578.75,vehicle,74699.09,15.52,16.39
2011-05-20,1459998.21,1028287.98,vehicle,192847.45,vehicle,163220.01,vehicle,75642.77,17.43,16.53
2011-05-23,1410979.42,983768.14,vehicle,189849.7,vehicle,161544.44,vehicle,75817.14,18.27,16.65
2011-05-24,1395073.92,965238.26,vehicle,192537.01,vehicle,161091.72,vehicle,76206.92,17.82,16.76
2011-05-25,1409379.73,976067.41,vehicle,195792.74,vehicle,161317.79,vehicle,76201.79,17.07,16.85
2011-05-26,1428693.03,994356.64,vehicle,196774.79,vehicle,161544.44,vehicle,76017.16,16.09,16.92
2011-05-27,1444713.4,1009036.16,vehicle,197265.82,vehicle,161635.22,vehicle,76776.2,15.98,16.98
2011-05-31,1497425.66,1057887.66,vehicle,199255.72,vehicle,163536.86,vehicle,76745.43,15.45,16.96
2011-06-01,1422682.69,1013661.42,vehicle,189216.8,vehicle,148670.34,vehicle,71134.13,18.3,17.04
2011-06-02,1427992.09,1019574.85,vehicle,189141.51,vehicle,148336.15,vehicle,70939.58,18.09,17.09
2011-06-03,1380889.03,973499.34,vehicle,189191.7,vehicle,146916.76,vehicle,71281.23,17.95,17.08
2011-06-06,1352207.81,949845.59,vehicle,184917.63,vehicle,146039.97,vehicle,71404.61,18.49,17.08
2011-06-07,1347055.09,944424.94,vehicle,184917.63,vehicle,146336.38,vehicle,71376.14,18.07,17.13
2011-06-08,1327031.03,923974.31,vehicle,185470.61,vehicle,146499.42,vehicle,71086.68,18.79,17.27
2011-06-09,1335634.15,928163.0,vehicle,187984.52,vehicle,148044.06,vehicle,71442.57,17.77,17.31
2011-06-10,1286002.25,885536.98,vehicle,184339.56,vehicle,145309.5,vehicle,70816.21,18.86,17.45
2011-06-13,1283611.67,886029.77,vehicle,181423.25,vehicle,146039.97,vehicle,70118.68,19.61,17.58
2011-06-14,1321933.25,918800.06,vehicle,185294.93,vehicle,147292.53,vehicle,70545.74,18.26,17.58
2011-06-15,1265876.75,868782.25,vehicle,181046.8,vehicle,145288.44,vehicle,70759.27,21.32,17.77
2011-06-16,1254258.89,856708.98,vehicle,181322.87,vehicle,145538.95,vehicle,70688.09,22.73,18.09
2011-06-17,1279126.95,881236.04,defensive,180867.77,vehicle,145874.77,vehicle,71148.37,21.85,18.41
2011-06-20,1282221.65,882327.62,defensive,181359.67,vehicle,147343.28,vehicle,71191.08,19.99,18.54
2011-06-21,1283187.63,878416.37,defensive,184967.83,vehicle,148265.96,vehicle,71537.47,18.86,18.57
2011-06-22,1282431.89,878962.16,defensive,184438.28,vehicle,147384.85,vehicle,71646.61,18.52,18.6
2011-06-23,1285717.46,885691.69,defensive,182419.62,vehicle,147217.48,vehicle,70388.68,19.29,18.71
2011-06-24,1245174.14,851311.72,vehicle,178962.88,vehicle,145497.38,vehicle,69402.16,21.1,18.96
2011-06-27,1240219.58,844895.16,defensive,179921.6,vehicle,146252.15,vehicle,69150.67,20.56,19.19
2011-06-28,1240963.28,838093.09,defensive,185169.44,vehicle,148308.07,vehicle,69392.67,19.17,19.38
2011-06-29,1238308.88,832528.87,defensive,187339.52,vehicle,148601.77,vehicle,69838.72,17.27,19.33
2011-06-30,1239662.18,831204.25,defensive,190115.28,vehicle,149063.38,vehicle,69279.27,16.52,19.25
2011-07-01,1241418.83,884510.92,defensive,165108.7,vehicle,129728.27,vehicle,62070.94,15.87,19.14
2011-07-05,1245218.44,886494.99,defensive,166128.6,vehicle,129367.55,vehicle,63227.3,16.06,19.02
2011-07-06,1250358.25,891029.61,defensive,165824.86,vehicle,129728.27,vehicle,63775.5,16.34,18.94
2011-07-07,1250240.0,888383.7,defensive,168321.7,vehicle,129656.31,vehicle,63878.29,15.95,18.79
2011-07-08,1261287.0,900948.55,defensive,166910.26,vehicle,129078.79,vehicle,64349.4,15.95,18.7
2011-07-11,1269640.45,914457.03,defensive,162948.71,vehicle,127311.4,vehicle,64923.3,18.39,18.68
2011-07-12,1272667.59,917575.49,defensive,162352.03,vehicle,127311.4,vehicle,65428.67,19.87,18.69
2011-07-13,1277525.65,920126.03,defensive,163567.7,vehicle,127816.5,vehicle,66015.42,19.91,18.78
2011-07-14,1263263.45,906994.71,defensive,162482.31,vehicle,127599.69,vehicle,66186.73,20.8,18.75
2011-07-15,1268771.81,908506.25,defensive,166845.48,vehicle,126950.68,vehicle,66469.4,19.53,18.59
2011-07-18,1259070.01,899720.24,defensive,166281.19,vehicle,126012.43,vehicle,67056.15,20.95,18.54
2011-07-19,1281103.33,918425.19,defensive,169309.21,vehicle,127130.81,vehicle,66238.13,19.21,18.51
2011-07-20,1269965.88,907561.18,defensive,168885.99,vehicle,126698.13,vehicle,66820.59,19.09,18.52
2011-07-21,1267699.17,900571.39,defensive,172206.95,vehicle,128609.9,vehicle,66310.94,17.56,18.47
2011-07-22,1275704.55,907371.87,defensive,173075.7,vehicle,128393.56,vehicle,66863.42,17.52,18.38
2011-07-25,1264278.12,897452.93,defensive,172380.41,vehicle,127058.85,vehicle,67385.92,19.35,18.29
2011-07-26,1268749.22,903593.02,defensive,171555.57,vehicle,126030.54,vehicle,67570.09,20.23,18.28
2011-07-27,1263169.1,903688.4,defensive,168310.9,vehicle,123848.11,vehicle,67321.68,22.98,18.47
2011-07-28,1265832.36,907088.64,defensive,167626.42,vehicle,123739.94,vehicle,67377.36,23.74,18.79
2011-07-29,1281876.21,925037.81,defensive,165955.14,vehicle,123090.46,vehicle,67792.79,25.25,19.23
2011-08-01,1288637.34,918154.11,defensive,171388.77,vehicle,134662.6,vehicle,64431.87,23.66,19.62
2011-08-02,1310097.03,945723.04,defensive,166617.94,vehicle,131771.8,vehicle,65984.25,24.79,20.05
2011-08-03,1311223.82,947586.05,defensive,165653.2,vehicle,132012.58,vehicle,65971.99,23.38,20.41
2011-08-04,1327983.81,981302.09,defensive,154304.16,vehicle,126752.82,vehicle,65624.75,31.66,21.19
2011-08-05,1303165.17,952987.66,defensive,156295.97,defensive,127803.34,defensive,66078.21,32,21.99
2011-08-08,1344872.4,983071.38,defensive,161483.93,defensive,132045.54,defensive,68271.55,48,23.47
2011-08-09,1351080.85,986051.92,defensive,162924.65,defensive,133223.62,defensive,68880.66,35.06,24.23
2011-08-10,1393343.72,1015390.15,defensive,168693.35,defensive,137940.69,defensive,71319.52,42.99,25.39
2011-08-11,1333826.21,964164.33,defensive,164992.49,defensive,134914.49,defensive,69754.89,39,26.3
2011-08-12,1351230.63,983257.4,defensive,164238.8,defensive,134298.19,defensive,69436.24,36.36,27.14
2011-08-15,1345227.03,973291.97,defensive,166007.09,defensive,135744.13,defensive,70183.84,31.87,27.68
2011-08-16,1365929.21,989404.5,defensive,168055.61,defensive,137419.2,defensive,71049.9,32.85,28.37
2011-08-17,1384335.44,1006728.27,defensive,168538.75,defensive,137814.27,defensive,71254.16,31.58,28.99
2011-08-18,1412156.06,1027404.61,defensive,171727.47,defensive,140421.69,defensive,72602.28,42.67,30.25
2011-08-19,1425273.7,1035694.46,defensive,173882.28,defensive,142183.68,defensive,73513.28,43.05,31.52
2011-08-22,1432710.48,1033085.96,defensive,178365.82,defensive,145849.88,defensive,75408.82,42.44,32.68
2011-08-23,1403479.65,1018836.45,defensive,171679.16,defensive,140382.19,defensive,72581.85,36.27,33.48
2011-08-24,1361471.91,989870.25,defensive,165858.28,defensive,135622.45,defensive,70120.92,35.9,34.13
2011-08-25,1373728.59,1000581.17,defensive,166548.21,defensive,136186.6,defensive,70412.61,39.76,34.93
2011-08-26,1394664.51,1010454.3,defensive,171485.9,defensive,140224.16,defensive,72500.15,35.59,35.44
2011-08-29,1372942.87,996483.1,defensive,168026.62,defensive,137395.5,defensive,71037.65,32.28,35.87
2011-08-30,1400242.38,1012503.33,defensive,173060.94,defensive,141512.07,defensive,73166.04,32.89,36.28
2011-08-31,1381606.58,996855.14,defensive,171727.47,defensive,140421.69,defensive,72602.28,31.62,36.69
2011-09-01,1403063.48,999682.73,defensive,186607.44,defensive,146620.13,defensive,70153.17,31.82,36.7
2011-09-02,1447712.55,1032158.04,defensive,192239.13,defensive,151045.03,defensive,72270.35,33.92,36.8
2011-09-06,1457679.09,1042891.1,defensive,191884.53,defensive,150766.42,defensive,72137.04,37,36.25
2011-09-07,1424573.12,1022983.96,defensive,185778.64,defensive,145968.93,defensive,69841.59,33.38,36.16
2011-09-08,1444474.08,1032158.04,defensive,190740.99,defensive,149867.92,defensive,71707.14,34.32,35.73
2011-09-09,1452965.94,1043167.21,defensive,189576.46,defensive,148952.93,defensive,71269.35,38.52,35.7
2011-09-12,1444926.77,1044267.43,defensive,185348.5,defensive,145630.96,defensive,69679.89,38.59,35.82
2011-09-13,1434305.6,1029405.4,defensive,187310.36,defensive,147172.42,defensive,70417.43,36.91,36.07
2011-09-14,1440004.67,1038120.7,defensive,185915.02,defensive,146076.09,defensive,69892.87,34.6,36.16
2011-09-15,1417761.83,1022250.48,defensive,182966.99,defensive,143759.78,defensive,68784.58,31.97,36.17
2011-09-16,1428889.42,1029681.5,defensive,184677.06,defensive,145103.4,defensive,69427.47,30.98,35.59
2011-09-19,1442353.33,1049313.93,defensive,181823.44,defensive,142861.28,defensive,68354.68,32.73,35.07
2011-09-20,1452357.17,1053716.21,defensive,184414.78,defensive,144897.32,defensive,69328.86,32.86,34.6
2011-09-21,1482251.81,1088577.41,defensive,182117.2,defensive,143092.08,defensive,68465.11,37.32,34.65
2011-09-22,1512871.71,1129493.31,defensive,177354.18,defensive,139349.71,defensive,66674.5,41.35,34.92
2011-09-23,1470885.43,1108484.56,defensive,167649.8,defensive,131724.84,defensive,63026.24,41.25,34.99
2011-09-26,1448053.48,1090687.21,defensive,165320.74,defensive,129894.87,defensive,62150.66,39.02,35.17
2011-09-27,1438274.67,1073991.48,defensive,168520.57,defensive,132409.02,defensive,63353.6,37.71,35.44
2011-09-28,1427906.75,1073624.74,defensive,163893.94,defensive,128773.81,defensive,61614.26,41.08,35.85
2011-09-29,1438692.78,1081054.36,defensive,165446.64,defensive,129993.79,defensive,62197.98,38.84,36.21
2011-09-30,1466664.68,1108209.85,defensive,165824.32,defensive,130290.54,defensive,62339.97,42.96,36.77
2011-10-03,1503739.4,1071414.32,defensive,199997.34,defensive,157140.77,defensive,75186.97,45.45,37.34
2011-10-04,1481246.71,1057828.13,defensive,195877.12,defensive,153903.45,defensive,73638.01,40.82,37.53
2011-10-05,1478509.25,1050213.04,defensive,198133.55,defensive,155676.36,defensive,74486.3,37.81,37.75
2011-10-06,1461891.64,1030828.94,defensive,199413.35,defensive,156681.92,defensive,74967.43,36.27,37.85
2011-10-07,1450758.0,1023213.86,defensive,197785.64,defensive,155403.0,defensive,74355.5,36.2,37.74
2011-10-10,1447280.52,1008761.72,defensive,202862.61,defensive,159392.05,defensive,76264.14,33.02,37.46
2011-10-11,1440774.17,1005387.15,defensive,201413.82,defensive,158253.72,defensive,75719.48,32.86,37.25
2011-10-12,1429264.51,990761.82,defensive,202855.15,defensive,159386.19,defensive,76261.34,31.26,37.09
2011-10-13,1436551.27,1000627.06,defensive,201662.33,defensive,158448.97,defensive,75812.91,30.7,37.02
2011-10-14,1424967.05,986088.33,defensive,203029.11,defensive,159522.87,defensive,76326.73,28.24,36.89
2011-10-17,1439920.7,1003137.0,defensive,202059.94,defensive,158761.38,defensive,75962.38,33.39,36.92
2011-10-18,1431594.8,996906.11,defensive,201090.76,defensive,157999.89,defensive,75598.03,31.56,36.86
2011-10-19,1425957.16,996559.74,defensive,198642.98,defensive,156076.63,defensive,74677.81,34.44,36.71
2011-10-20,1413221.22,989464.22,defensive,196033.68,defensive,154026.46,defensive,73696.87,34.78,36.38
2011-10-21,1407450.17,978992.81,defensive,198208.1,defensive,155734.94,defensive,74514.32,31.32,35.89
2011-10-24,1413123.03,980636.8,defensive,200071.89,defensive,157199.34,defensive,75215.0,29.26,35.4
2011-10-25,1450321.21,1005560.34,defensive,205750.25,defensive,161660.91,defensive,77349.72,32.22,35.12
2011-10-26,1437614.48,987992.11,defensive,207999.22,defensive,163427.96,defensive,78195.2,29.86,34.56
2011-10-27,1410946.85,954502.25,defensive,211155.24,defensive,165907.69,defensive,79381.67,25.46,33.89
2011-10-28,1420125.79,964540.68,defensive,210757.63,defensive,165595.28,defensive,79232.19,24.53,32.97
2011-10-31,1452251.84,1002790.62,defensive,207924.67,defensive,163369.38,defensive,78167.17,29.96,32.2
2011-11-01,1485926.55,1058722.66,defensive,197628.23,defensive,155279.32,defensive,74296.33,34.77,31.9
2011-11-02,1477007.89,1045516.14,defensive,199611.83,defensive,156837.87,defensive,75042.04,32.74,31.64
2011-11-03,1469439.12,1031158.25,defensive,202752.54,defensive,159305.57,defensive,76222.76,30.5,31.35
2011-11-04,1468459.78,1032399.42,defensive,201725.31,defensive,158498.46,defensive,75836.58,30.16,31.05
2011-11-07,1485559.14,1038957.78,defensive,206601.67,defensive,162329.88,defensive,77669.8,29.85,30.89
2011-11-08,1490070.43,1047169.91,vehicle,204889.63,defensive,160984.71,defensive,77026.18,27.48,30.62
2011-11-09,1377917.76,938743.59,vehicle,203165.79,defensive,159630.26,defensive,76378.12,36.16,30.87
2011-11-10,1371653.23,934852.7,vehicle,202067.72,defensive,158767.5,defensive,75965.31,32.81,30.97
2011-11-11,1431507.51,987509.5,vehicle,205397.34,defensive,161383.63,defensive,77217.05,30.04,31.06
2011-11-14,1412707.21,970648.94,vehicle,204500.0,defensive,160678.57,defensive,76879.7,31.13,30.95
2011-11-15,1444242.75,1001776.12,vehicle,204688.91,defensive,160827.0,defensive,76950.72,31.22,30.93
2011-11-16,1389976.91,952232.03,vehicle,202504.59,defensive,159110.75,defensive,76129.54,33.51,30.89
2011-11-17,1313354.21,886864.98,vehicle,197297.63,defensive,155019.57,defensive,74172.04,34.51,30.87
2011-11-18,1315641.11,887824.68,defensive,197911.6,defensive,155501.97,defensive,74402.86,32,30.91
2011-11-21,1310407.66,893106.7,defensive,193047.05,defensive,151679.83,defensive,72574.08,32.91,31.09
2011-11-22,1324996.23,903075.61,defensive,195184.15,defensive,153358.97,defensive,73377.5,31.97,31.08
2011-11-23,1332624.01,911928.49,defensive,194617.41,defensive,152913.68,defensive,73164.44,33.98,31.28
2011-11-25,1315731.47,898685.74,defensive,192928.98,defensive,151587.06,defensive,72529.69,34.47,31.73
2011-11-28,1323529.88,898240.22,defensive,196742.69,defensive,154583.55,defensive,73963.42,32.13,32.11
2011-11-29,1316802.37,890874.64,defensive,197037.87,defensive,154815.47,defensive,74074.39,30.64,32.15
2011-11-30,1311185.2,876962.49,defensive,200875.2,defensive,157830.51,defensive,75516.99,27.8,31.8
2011-12-01,1305509.05,930175.2,defensive,173632.7,defensive,136425.7,defensive,65275.45,27.41,31.53
2011-12-02,1318968.4,943214.14,defensive,173827.19,defensive,136578.5,defensive,65348.57,27.52,31.38
2011-12-05,1311528.64,941306.03,defensive,171268.19,defensive,134567.87,defensive,64386.54,27.84,31.27
2011-12-06,1304447.46,932321.97,defensive,172148.49,defensive,135259.53,defensive,64717.48,28.13,31.18
2011-12-07,1310485.8,935660.86,defensive,173397.28,defensive,136240.72,defensive,65186.95,28.67,31.24
2011-12-08,1314596.97,947348.18,defensive,169892.48,defensive,133486.95,defensive,63869.35,30.59,30.96
2011-12-09,1296057.07,927870.11,defensive,170326.49,defensive,133827.95,defensive,64032.51,26.38,30.64
2011-12-12,1296634.92,938205.81,defensive,165812.42,defensive,130281.19,defensive,62335.5,25.67,30.42
2011-12-13,1297546.3,946950.01,defensive,162188.89,defensive,127434.13,defensive,60973.27,25.41,30.14
2011-12-14,1303132.88,964838.99,defensive,156497.7,defensive,122962.47,defensive,58833.72,26.04,29.88
2011-12-15,1298316.23,961261.43,defensive,155924.48,defensive,122512.09,defensive,58618.23,25.11,29.46
2011-12-16,1315941.74,972470.22,defensive,158892.91,defensive,124844.43,defensive,59734.18,24.29,28.95
2011-12-19,1327468.14,984793.18,defensive,158524.42,defensive,124554.9,defensive,59595.65,24.92,28.59
2011-12-20,1307571.3,960227.62,defensive,160684.21,defensive,126251.88,defensive,60407.6,23.22,28.11
2011-12-21,1294612.81,946870.85,defensive,160868.45,defensive,126396.64,defensive,60476.86,21.43,27.58
2011-12-22,1296110.36,950846.58,defensive,159722.02,defensive,125495.88,defensive,60045.87,21.16,26.94
2011-12-23,1286133.42,940272.23,defensive,159998.4,defensive,125713.03,defensive,60149.77,20.73,26.25
2011-12-27,1287501.94,944738.47,defensive,158565.36,defensive,124587.07,defensive,59611.04,21.91,25.74
2011-12-28,1296384.83,962206.49,defensive,154593.81,defensive,121466.56,defensive,58117.97,23.52,25.39
